name,age,city,salary
Karan,24.0,Bangalore,40000.0
Priya,23.0,Mumbai,
Daniyal,21.0,Hyderabad,50000.0
Rahul,,Mumbai,
Priya,25.0,Hyderabad,
John,21.0,Mumbai,40000.0
Daniyal,23.0,Delhi,60000.0
Priya,24.0,Chennai,
Daniyal,24.0,Pune,50000.0
John,22.0,Pune,40000.0
Rahul,24.0,Delhi,60000.0
Aisha,24.0,Bangalore,
John,20.0,Mumbai,50000.0
Sara,20.0,Pune,40000.0
Rahul,23.0,Hyderabad,50000.0
Aisha,20.0,Pune,40000.0
Karan,20.0,,60000.0
Sara,20.0,,
Ali,24.0,Pune,60000.0
Daniyal,22.0,Delhi,50000.0
Sara,22.0,Bangalore,40000.0
Sara,24.0,Bangalore,60000.0
Ali,24.0,Delhi,70000.0
Ali,22.0,Bangalore,
Priya,21.0,Mumbai,40000.0
Priya,,Pune,60000.0
John,24.0,Pune,
Priya,23.0,Bangalore,40000.0
Rahul,,Pune,40000.0
Daniyal,20.0,Delhi,70000.0
Daniyal,25.0,Mumbai,
Priya,20.0,Mumbai,60000.0
Aisha,24.0,Delhi,
Karan,25.0,Bangalore,60000.0
Aisha,22.0,Chennai,40000.0
Karan,22.0,Hyderabad,50000.0
Rahul,20.0,Mumbai,
Daniyal,25.0,,40000.0
Rahul,22.0,Mumbai,70000.0
Sara,24.0,Bangalore,
John,25.0,Delhi,
Daniyal,21.0,Pune,50000.0
Aisha,21.0,Mumbai,70000.0
Ali,21.0,,
Rahul,20.0,Chennai,60000.0
Aisha,,,70000.0
Karan,25.0,Pune,70000.0
John,21.0,Pune,60000.0
Ali,20.0,Mumbai,60000.0
Karan,22.0,Mumbai,40000.0
Rahul,,Bangalore,50000.0
Ali,,Bangalore,
Ali,24.0,Pune,70000.0
Ali,,,40000.0
Daniyal,21.0,Bangalore,40000.0
Sara,25.0,Bangalore,50000.0
Karan,,Hyderabad,40000.0
John,,Pune,60000.0
John,24.0,Delhi,40000.0
Karan,21.0,Pune,40000.0
Rahul,25.0,Bangalore,70000.0
Karan,20.0,Bangalore,
Rahul,25.0,Bangalore,70000.0
Rahul,23.0,Chennai,40000.0
Sara,21.0,Delhi,50000.0
Karan,22.0,Pune,60000.0
Daniyal,,Mumbai,
John,24.0,Bangalore,60000.0
John,,Chennai,60000.0
Priya,21.0,Delhi,70000.0
Karan,21.0,Mumbai,70000.0
Sara,23.0,Pune,40000.0
Ali,20.0,,60000.0
Priya,,Hyderabad,70000.0
Priya,22.0,Delhi,40000.0
Sara,20.0,Delhi,60000.0
Rahul,24.0,Bangalore,60000.0
Priya,23.0,Pune,40000.0
Daniyal,24.0,Hyderabad,40000.0
Priya,,Hyderabad,50000.0
John,21.0,Hyderabad,60000.0
John,23.0,Chennai,70000.0
Sara,25.0,Bangalore,
Ali,20.0,Delhi,50000.0
Sara,23.0,Delhi,40000.0
Karan,20.0,Delhi,60000.0
Karan,22.0,,70000.0
John,23.0,Pune,
Aisha,23.0,Hyderabad,
Aisha,21.0,Hyderabad,40000.0
Sara,23.0,Mumbai,40000.0
Sara,21.0,,40000.0
Karan,20.0,Mumbai,70000.0
Daniyal,22.0,Hyderabad,70000.0
Rahul,21.0,Delhi,40000.0
Sara,20.0,Hyderabad,
Karan,24.0,Mumbai,40000.0
Ali,21.0,Mumbai,50000.0
Aisha,22.0,Chennai,50000.0
Daniyal,22.0,Delhi,50000.0
Ali,23.0,Bangalore,60000.0
Sara,20.0,Chennai,60000.0
Priya,21.0,Pune,60000.0
Aisha,25.0,Mumbai,50000.0
Ali,24.0,Delhi,50000.0
Daniyal,20.0,Hyderabad,70000.0
Rahul,22.0,Hyderabad,
Aisha,,Chennai,70000.0
Aisha,23.0,Bangalore,60000.0
Daniyal,20.0,Mumbai,50000.0
Sara,25.0,Chennai,60000.0
Karan,,Chennai,
Aisha,20.0,Pune,60000.0
Priya,25.0,Chennai,50000.0
Priya,24.0,Pune,70000.0
Daniyal,21.0,Bangalore,
Aisha,,Delhi,50000.0
Daniyal,23.0,Hyderabad,
Daniyal,,Mumbai,50000.0
Rahul,24.0,Delhi,50000.0
Rahul,24.0,,50000.0
Rahul,23.0,Bangalore,40000.0
Sara,25.0,,60000.0
Priya,25.0,Mumbai,
Karan,20.0,Delhi,40000.0
Rahul,22.0,Hyderabad,70000.0
Karan,22.0,Delhi,
Rahul,,Chennai,70000.0
Sara,22.0,Chennai,50000.0
Sara,25.0,,60000.0
Sara,22.0,Pune,60000.0
Ali,25.0,Hyderabad,40000.0
Rahul,24.0,Mumbai,50000.0
John,,Delhi,
Karan,21.0,Pune,
Ali,24.0,Mumbai,70000.0
Karan,,Bangalore,40000.0
Karan,23.0,Hyderabad,40000.0
Rahul,23.0,Pune,
Priya,24.0,Pune,40000.0
Sara,24.0,Chennai,60000.0
Priya,21.0,Hyderabad,
Priya,,,60000.0
Priya,,Chennai,
Priya,24.0,Pune,
Rahul,20.0,Hyderabad,50000.0
Karan,22.0,Pune,50000.0
John,22.0,Mumbai,70000.0
John,23.0,Mumbai,60000.0
Aisha,22.0,Mumbai,
Rahul,23.0,,70000.0
Priya,23.0,Hyderabad,40000.0
Priya,23.0,Hyderabad,60000.0
Karan,22.0,Chennai,
John,22.0,Pune,70000.0
Rahul,21.0,Delhi,40000.0
Karan,23.0,Delhi,
Aisha,,Mumbai,40000.0
Sara,21.0,,40000.0
John,24.0,,40000.0
Sara,22.0,Chennai,60000.0
Rahul,22.0,Pune,
Rahul,25.0,,60000.0
Aisha,20.0,Pune,50000.0
Rahul,21.0,Bangalore,
Aisha,20.0,Mumbai,50000.0
Karan,25.0,Bangalore,70000.0
Sara,22.0,,
Aisha,23.0,Delhi,
Karan,24.0,Delhi,40000.0
Priya,25.0,,40000.0
John,21.0,Hyderabad,50000.0
Sara,22.0,Pune,70000.0
Sara,20.0,,
Aisha,24.0,Pune,
Rahul,22.0,Delhi,40000.0
Karan,20.0,Bangalore,60000.0
Sara,25.0,Chennai,40000.0
John,24.0,Pune,50000.0
Sara,20.0,Chennai,70000.0
Sara,,Chennai,70000.0
Daniyal,20.0,Hyderabad,70000.0
John,22.0,Delhi,
Aisha,22.0,Bangalore,
John,24.0,Bangalore,50000.0
Rahul,20.0,Bangalore,
Aisha,25.0,Chennai,60000.0
John,24.0,Chennai,60000.0
John,25.0,Hyderabad,70000.0
Rahul,,Chennai,60000.0
Karan,20.0,Hyderabad,50000.0
Karan,23.0,Delhi,50000.0
Rahul,24.0,Hyderabad,
Daniyal,25.0,Hyderabad,50000.0
John,23.0,,
Aisha,25.0,Hyderabad,50000.0
Sara,23.0,Mumbai,70000.0
Sara,24.0,Mumbai,
John,21.0,Delhi,40000.0
Daniyal,24.0,Delhi,50000.0
Ali,20.0,Delhi,60000.0
John,23.0,Bangalore,50000.0
Rahul,23.0,Chennai,60000.0
Priya,,Pune,70000.0
Aisha,23.0,,
Aisha,25.0,Delhi,50000.0
Karan,25.0,Bangalore,60000.0
Priya,21.0,Mumbai,50000.0
Sara,,Delhi,
Ali,25.0,Pune,60000.0
Rahul,24.0,Mumbai,
Daniyal,21.0,Pune,40000.0
Karan,,Delhi,40000.0
Daniyal,23.0,Chennai,60000.0
Karan,24.0,Mumbai,40000.0
Priya,20.0,Chennai,60000.0
Aisha,22.0,,60000.0
Aisha,21.0,Hyderabad,40000.0
Rahul,,Hyderabad,
Priya,21.0,Hyderabad,
Karan,22.0,Pune,50000.0
Aisha,22.0,Pune,50000.0
Priya,25.0,Bangalore,50000.0
Sara,23.0,Delhi,
Rahul,23.0,,40000.0
Sara,24.0,Bangalore,60000.0
Daniyal,24.0,Hyderabad,
Aisha,21.0,Delhi,
Sara,23.0,Delhi,70000.0
Sara,24.0,Chennai,70000.0
John,20.0,,
Priya,20.0,Hyderabad,70000.0
Sara,21.0,Delhi,70000.0
John,21.0,Chennai,40000.0
Daniyal,23.0,,60000.0
Priya,24.0,Pune,
Karan,,Delhi,60000.0
Aisha,20.0,Delhi,50000.0
Rahul,21.0,Bangalore,60000.0
Ali,24.0,Mumbai,40000.0
Sara,22.0,Mumbai,
John,25.0,,70000.0
Daniyal,25.0,Chennai,60000.0
Rahul,,Pune,
Aisha,,Pune,40000.0
Sara,22.0,Pune,
John,22.0,Chennai,50000.0
Ali,,Mumbai,60000.0
Karan,25.0,Delhi,
Daniyal,24.0,,
Priya,24.0,,70000.0
Daniyal,23.0,Chennai,60000.0
Rahul,,Pune,50000.0
John,22.0,Mumbai,70000.0
Karan,20.0,Hyderabad,40000.0
Priya,21.0,Chennai,60000.0
Karan,25.0,,
Rahul,25.0,Bangalore,60000.0
Aisha,21.0,Pune,40000.0
Daniyal,22.0,Pune,40000.0
Aisha,25.0,Delhi,40000.0
John,23.0,Pune,40000.0
John,23.0,Chennai,70000.0
Aisha,,Chennai,
Sara,25.0,Pune,60000.0
Ali,25.0,Delhi,60000.0
Rahul,25.0,Hyderabad,50000.0
Daniyal,25.0,Mumbai,50000.0
Priya,21.0,Pune,70000.0
Sara,24.0,Bangalore,50000.0
Ali,22.0,Pune,70000.0
Sara,20.0,Chennai,60000.0
Priya,,,40000.0
Sara,20.0,,50000.0
Priya,21.0,Pune,70000.0
Aisha,21.0,,50000.0
Aisha,,Hyderabad,60000.0
Daniyal,22.0,,70000.0
John,21.0,Pune,
Sara,21.0,Delhi,40000.0
Karan,23.0,Bangalore,50000.0
Daniyal,24.0,Pune,
John,22.0,Delhi,70000.0
Sara,23.0,Hyderabad,60000.0
Ali,,Chennai,
Sara,21.0,,60000.0
Sara,24.0,Chennai,40000.0
Ali,20.0,Pune,60000.0
Daniyal,25.0,Delhi,60000.0
Aisha,24.0,Delhi,70000.0
Ali,,Hyderabad,70000.0
Sara,20.0,,70000.0
Aisha,,Hyderabad,60000.0
Aisha,25.0,Bangalore,60000.0
Ali,21.0,Pune,
Ali,21.0,,60000.0
Rahul,21.0,,50000.0
Karan,21.0,Delhi,70000.0
Rahul,25.0,Bangalore,
Priya,24.0,Bangalore,
Rahul,20.0,Delhi,70000.0
Rahul,,Bangalore,70000.0
Rahul,23.0,Hyderabad,
Karan,23.0,Mumbai,50000.0
Sara,23.0,,40000.0
Rahul,24.0,Hyderabad,70000.0
Sara,20.0,Bangalore,40000.0
Karan,22.0,Pune,60000.0
Karan,,,40000.0
Aisha,,,70000.0
John,21.0,Hyderabad,
Rahul,23.0,Mumbai,40000.0
Sara,24.0,Pune,70000.0
Sara,24.0,Pune,50000.0
Priya,,Delhi,60000.0
Aisha,,Delhi,70000.0
John,21.0,,70000.0
Aisha,22.0,Hyderabad,60000.0
Aisha,22.0,Pune,
Daniyal,21.0,Bangalore,40000.0
John,20.0,Delhi,
Rahul,23.0,Hyderabad,40000.0
Daniyal,,Hyderabad,40000.0
Sara,25.0,,70000.0
Daniyal,20.0,Hyderabad,50000.0
Sara,,,50000.0
Priya,22.0,Bangalore,
Sara,25.0,Mumbai,
Ali,22.0,Pune,60000.0
Rahul,20.0,Pune,50000.0
Sara,21.0,Hyderabad,60000.0
Aisha,25.0,Mumbai,
Aisha,24.0,Mumbai,60000.0
Priya,24.0,Chennai,60000.0
Daniyal,21.0,Hyderabad,60000.0
Priya,25.0,Hyderabad,60000.0
Priya,23.0,Chennai,60000.0
Karan,24.0,Mumbai,
Aisha,20.0,Chennai,50000.0
Rahul,,Pune,60000.0
Rahul,22.0,Hyderabad,70000.0
Priya,25.0,Delhi,70000.0
Karan,22.0,,70000.0
Karan,24.0,Delhi,40000.0
Sara,25.0,Delhi,
John,21.0,Bangalore,50000.0
John,23.0,,60000.0
Sara,23.0,Bangalore,50000.0
Daniyal,20.0,Bangalore,50000.0
Priya,20.0,Hyderabad,40000.0
Aisha,24.0,Delhi,60000.0
Ali,20.0,Hyderabad,70000.0
Karan,25.0,,50000.0
Priya,25.0,Chennai,40000.0
Rahul,23.0,Chennai,70000.0
Aisha,22.0,Pune,50000.0
Aisha,22.0,Bangalore,70000.0
Priya,23.0,Bangalore,70000.0
Rahul,20.0,Mumbai,70000.0
Karan,21.0,Delhi,
Rahul,22.0,Chennai,
Rahul,24.0,,60000.0
Rahul,23.0,Chennai,50000.0
Aisha,21.0,Mumbai,70000.0
Aisha,22.0,Chennai,60000.0
Priya,24.0,Bangalore,40000.0
Daniyal,24.0,Delhi,70000.0
Priya,25.0,Mumbai,
Priya,25.0,Bangalore,
Karan,25.0,Hyderabad,60000.0
Karan,24.0,Hyderabad,50000.0
Daniyal,25.0,Chennai,70000.0
Karan,,Mumbai,
Ali,25.0,Bangalore,70000.0
Rahul,,Mumbai,50000.0
John,23.0,Mumbai,
Rahul,25.0,Delhi,60000.0
Karan,22.0,Delhi,40000.0
Ali,25.0,,50000.0
Sara,24.0,,50000.0
Ali,20.0,Delhi,40000.0
Karan,21.0,Delhi,60000.0
Daniyal,,,70000.0
Priya,,Delhi,60000.0
John,25.0,Pune,60000.0
John,23.0,Hyderabad,40000.0
Priya,23.0,,50000.0
Sara,25.0,Pune,70000.0
Sara,25.0,Hyderabad,60000.0
Karan,23.0,Delhi,60000.0
Daniyal,25.0,Hyderabad,
Rahul,,Hyderabad,60000.0
Ali,20.0,Delhi,40000.0
Priya,23.0,Pune,
Aisha,24.0,Hyderabad,60000.0
Priya,24.0,Delhi,60000.0
Aisha,22.0,Bangalore,
Daniyal,24.0,Chennai,60000.0
Daniyal,24.0,Bangalore,40000.0
Aisha,22.0,Hyderabad,40000.0
John,21.0,,60000.0
Sara,24.0,Delhi,70000.0
Priya,25.0,Mumbai,40000.0
Karan,24.0,Chennai,
Sara,24.0,Mumbai,
Aisha,20.0,Pune,60000.0
Ali,20.0,Pune,50000.0
Aisha,24.0,,50000.0
Daniyal,24.0,Delhi,40000.0
Priya,24.0,Pune,50000.0
Priya,,Bangalore,60000.0
John,,,50000.0
Rahul,25.0,Chennai,
Aisha,20.0,Bangalore,70000.0
Ali,,Hyderabad,40000.0
Priya,25.0,Hyderabad,60000.0
Rahul,24.0,Pune,
Aisha,25.0,Hyderabad,60000.0
Aisha,24.0,Pune,50000.0
Karan,25.0,,
Karan,22.0,Bangalore,60000.0
Aisha,25.0,Bangalore,40000.0
Rahul,22.0,Chennai,
Aisha,23.0,Bangalore,50000.0
John,,Delhi,
Priya,,Hyderabad,40000.0
Priya,21.0,Pune,70000.0
Aisha,23.0,Bangalore,50000.0
Rahul,24.0,Mumbai,70000.0
Ali,22.0,,
Rahul,23.0,Bangalore,70000.0
Sara,22.0,Chennai,40000.0
Daniyal,23.0,Mumbai,50000.0
Ali,25.0,Mumbai,50000.0
Karan,21.0,Delhi,40000.0
Daniyal,25.0,Chennai,70000.0
Priya,22.0,Pune,
Ali,24.0,Bangalore,50000.0
Daniyal,25.0,,50000.0
Daniyal,24.0,Chennai,70000.0
John,20.0,Pune,
John,24.0,Mumbai,
John,25.0,Mumbai,50000.0
Priya,20.0,Delhi,60000.0
Aisha,21.0,Delhi,70000.0
Sara,21.0,,70000.0
Karan,20.0,Chennai,
Daniyal,23.0,Mumbai,
Karan,22.0,Bangalore,50000.0
Priya,20.0,Chennai,60000.0
Priya,25.0,Delhi,
Priya,25.0,Hyderabad,40000.0
Daniyal,,Mumbai,50000.0
Karan,22.0,Delhi,40000.0
Karan,20.0,Mumbai,
John,25.0,Bangalore,40000.0
Karan,24.0,Hyderabad,40000.0
Aisha,21.0,,50000.0
Rahul,23.0,Delhi,60000.0
Sara,21.0,Bangalore,50000.0
John,22.0,Hyderabad,60000.0
Daniyal,,Bangalore,
John,,Delhi,50000.0
Aisha,20.0,,50000.0
Aisha,23.0,,40000.0
Rahul,21.0,Delhi,70000.0
Ali,25.0,,
Priya,21.0,Bangalore,70000.0
Daniyal,22.0,Bangalore,70000.0
Priya,20.0,,60000.0
Ali,22.0,Hyderabad,70000.0
John,,Pune,60000.0
Rahul,24.0,Delhi,50000.0
Aisha,22.0,,
Daniyal,25.0,,50000.0
John,21.0,Delhi,70000.0
Rahul,21.0,Chennai,50000.0
Karan,21.0,Delhi,70000.0
Priya,,Pune,70000.0
Karan,21.0,Delhi,40000.0
Sara,24.0,Pune,40000.0
Sara,22.0,Hyderabad,
Sara,25.0,Hyderabad,40000.0
Ali,20.0,Delhi,60000.0
Rahul,22.0,Pune,40000.0
Rahul,21.0,Pune,40000.0
Rahul,,Bangalore,40000.0
Rahul,,Bangalore,70000.0
Priya,24.0,,50000.0
Aisha,24.0,,60000.0
Daniyal,22.0,Bangalore,60000.0
Ali,23.0,Chennai,50000.0
Ali,24.0,,
John,25.0,,60000.0
Ali,20.0,Pune,50000.0
Karan,21.0,Hyderabad,60000.0
Daniyal,24.0,,50000.0
Daniyal,,Delhi,60000.0
Sara,25.0,,40000.0
Karan,21.0,Bangalore,50000.0
Sara,23.0,Chennai,70000.0
Ali,,Hyderabad,
Sara,22.0,Chennai,50000.0
Aisha,25.0,Mumbai,70000.0
John,24.0,Bangalore,60000.0
Karan,23.0,Bangalore,
Karan,25.0,Delhi,50000.0
Daniyal,22.0,Mumbai,70000.0
Aisha,20.0,Bangalore,70000.0
Rahul,20.0,,50000.0
Sara,23.0,Pune,50000.0
Priya,24.0,,50000.0
Sara,22.0,,40000.0
Karan,25.0,Chennai,50000.0
Rahul,21.0,Hyderabad,40000.0
Sara,24.0,Hyderabad,
Karan,20.0,Delhi,70000.0
John,23.0,Bangalore,
Aisha,,Bangalore,50000.0
Karan,22.0,Mumbai,60000.0
John,24.0,Hyderabad,60000.0
John,24.0,Pune,
Daniyal,25.0,Chennai,70000.0
John,25.0,Chennai,60000.0
Ali,,Hyderabad,
Sara,21.0,Chennai,40000.0
Daniyal,,Delhi,50000.0
Aisha,22.0,Bangalore,40000.0
John,22.0,Hyderabad,70000.0
Priya,22.0,Chennai,60000.0
Karan,22.0,,50000.0
Karan,23.0,Delhi,70000.0
Priya,22.0,,40000.0
John,23.0,Pune,70000.0
Aisha,23.0,Chennai,
Aisha,,Hyderabad,50000.0
Ali,23.0,,40000.0
Sara,24.0,Chennai,50000.0
Sara,,Chennai,
Priya,23.0,Hyderabad,60000.0
John,,Chennai,70000.0
Daniyal,23.0,Hyderabad,70000.0
Ali,20.0,Chennai,70000.0
Daniyal,25.0,Mumbai,50000.0
Aisha,25.0,Chennai,60000.0
Sara,20.0,Chennai,60000.0
Sara,21.0,,60000.0
Aisha,,Mumbai,60000.0
Daniyal,23.0,Hyderabad,60000.0
Daniyal,23.0,Hyderabad,60000.0
Rahul,22.0,Pune,60000.0
Priya,20.0,Delhi,50000.0
Rahul,22.0,Mumbai,50000.0
Daniyal,25.0,Delhi,
Rahul,25.0,Pune,
Karan,24.0,Pune,
Aisha,21.0,Chennai,50000.0
Ali,22.0,Pune,
Karan,20.0,Pune,40000.0
Daniyal,21.0,Bangalore,
John,21.0,Delhi,60000.0
Rahul,25.0,Chennai,
Aisha,20.0,Hyderabad,50000.0
Karan,25.0,,
Aisha,21.0,Delhi,70000.0
Priya,20.0,Mumbai,40000.0
Karan,22.0,Chennai,
Sara,,Pune,40000.0
Sara,25.0,Bangalore,50000.0
Aisha,25.0,Delhi,70000.0
Ali,,,50000.0
Rahul,23.0,Bangalore,40000.0
Rahul,22.0,Chennai,
Karan,21.0,Bangalore,50000.0
Daniyal,25.0,Chennai,
Rahul,23.0,Hyderabad,40000.0
John,20.0,Hyderabad,
Aisha,24.0,,70000.0
Karan,24.0,Chennai,
Ali,24.0,,50000.0
Sara,25.0,Delhi,50000.0
Daniyal,20.0,Delhi,40000.0
Rahul,21.0,Delhi,70000.0
Rahul,23.0,,
Karan,22.0,Mumbai,60000.0
Rahul,,Chennai,
Rahul,25.0,,40000.0
Karan,24.0,Mumbai,40000.0
Sara,20.0,,70000.0
Priya,22.0,Chennai,60000.0
Priya,25.0,Delhi,
Ali,22.0,Delhi,50000.0
Ali,22.0,,
John,22.0,Pune,70000.0
Karan,,,60000.0
Rahul,22.0,Pune,
Ali,25.0,Chennai,60000.0
Rahul,24.0,Delhi,
Sara,20.0,Delhi,70000.0
Daniyal,21.0,Hyderabad,
Ali,21.0,Delhi,50000.0
Aisha,20.0,Mumbai,40000.0
Priya,21.0,Chennai,40000.0
Sara,21.0,,
Aisha,23.0,Bangalore,70000.0
Karan,25.0,,50000.0
Rahul,,,
Aisha,23.0,Pune,40000.0
Karan,21.0,Bangalore,70000.0
Ali,21.0,Chennai,40000.0
Ali,22.0,Bangalore,
Sara,24.0,Pune,50000.0
Priya,22.0,Pune,40000.0
Daniyal,20.0,Bangalore,
Daniyal,24.0,,40000.0
Sara,25.0,Bangalore,
Sara,,,50000.0
Aisha,22.0,,60000.0
Ali,23.0,Mumbai,60000.0
Priya,25.0,,
Ali,22.0,Pune,40000.0
Ali,24.0,,60000.0
Daniyal,22.0,Hyderabad,70000.0
Sara,,Chennai,
Rahul,20.0,Chennai,
Sara,24.0,Bangalore,
Priya,20.0,Delhi,
John,24.0,Delhi,
Daniyal,21.0,Delhi,50000.0
Daniyal,20.0,Bangalore,
Aisha,21.0,Hyderabad,50000.0
Priya,23.0,Hyderabad,60000.0
John,,Pune,50000.0
Karan,24.0,Hyderabad,
Sara,24.0,Bangalore,70000.0
Priya,22.0,Mumbai,60000.0
Aisha,24.0,Delhi,50000.0
Karan,25.0,Mumbai,
Karan,21.0,Pune,60000.0
Ali,22.0,Hyderabad,40000.0
John,22.0,Pune,
Daniyal,25.0,Chennai,40000.0
Daniyal,23.0,Hyderabad,
Sara,21.0,Chennai,70000.0
John,23.0,,70000.0
Sara,21.0,,
Aisha,21.0,Pune,
Karan,23.0,Pune,70000.0
Priya,20.0,Hyderabad,70000.0
Karan,25.0,Bangalore,70000.0
Priya,,Chennai,40000.0
Priya,25.0,,
John,,Pune,60000.0
Karan,,Bangalore,50000.0
Sara,21.0,Mumbai,40000.0
Priya,22.0,Pune,40000.0
Sara,,Pune,60000.0
Karan,21.0,Delhi,70000.0
Priya,22.0,Bangalore,50000.0
Aisha,22.0,Pune,
John,,Delhi,50000.0
Karan,23.0,,
Ali,25.0,Hyderabad,70000.0
Ali,21.0,Delhi,60000.0
Sara,,Hyderabad,40000.0
Aisha,23.0,Hyderabad,50000.0
Aisha,23.0,Delhi,
Rahul,,Delhi,60000.0
Ali,25.0,Hyderabad,70000.0
Aisha,,Delhi,70000.0
John,20.0,Hyderabad,60000.0
Rahul,21.0,Hyderabad,40000.0
John,20.0,Hyderabad,
John,24.0,Delhi,40000.0
Aisha,25.0,Hyderabad,60000.0
Priya,23.0,Mumbai,40000.0
Karan,,Hyderabad,60000.0
Sara,,Bangalore,40000.0
Aisha,23.0,Delhi,
Karan,21.0,Bangalore,
Karan,22.0,Mumbai,
John,21.0,Mumbai,70000.0
Aisha,21.0,Chennai,
Daniyal,20.0,Mumbai,40000.0
John,,Pune,
Sara,22.0,Chennai,
Priya,24.0,Hyderabad,70000.0
John,20.0,Chennai,
Sara,21.0,Hyderabad,40000.0
Karan,21.0,Hyderabad,50000.0
Aisha,24.0,Delhi,50000.0
Rahul,22.0,Hyderabad,
Karan,21.0,Pune,50000.0
Ali,23.0,Hyderabad,70000.0
Priya,,Delhi,60000.0
Karan,,Pune,70000.0
John,25.0,Mumbai,
Aisha,23.0,Chennai,60000.0
Sara,25.0,Pune,60000.0
Karan,23.0,,50000.0
Karan,21.0,Pune,
Karan,24.0,Delhi,70000.0
Daniyal,24.0,Hyderabad,70000.0
Sara,20.0,Hyderabad,
Daniyal,23.0,Bangalore,60000.0
Daniyal,23.0,Hyderabad,40000.0
Daniyal,21.0,Hyderabad,50000.0
Daniyal,24.0,Hyderabad,
Daniyal,20.0,Delhi,40000.0
Sara,20.0,Bangalore,40000.0
John,25.0,Bangalore,
Ali,20.0,Hyderabad,50000.0
Karan,22.0,Chennai,60000.0
Aisha,,Hyderabad,50000.0
John,21.0,Delhi,50000.0
Priya,21.0,Hyderabad,
Ali,20.0,Chennai,70000.0
Priya,21.0,Delhi,50000.0
Sara,23.0,Delhi,60000.0
Ali,,Hyderabad,
Daniyal,,Hyderabad,60000.0
Aisha,,Pune,50000.0
Daniyal,20.0,Bangalore,40000.0
Aisha,20.0,Pune,70000.0
Priya,23.0,Bangalore,70000.0
Priya,20.0,Hyderabad,60000.0
Ali,21.0,Bangalore,
John,20.0,,60000.0
Sara,,,50000.0
