name,age,city,salary
Ali,23.0,Hyderabad,70000.0
Rahul,20.0,Pune,50000.0
Priya,24.0,Delhi,50000.0
Karan,24.0,Bangalore,40000.0
Priya,21.0,Delhi,40000.0
Sara,24.0,Mumbai,60000.0
Priya,25.0,Delhi,40000.0
Rahul,21.0,Delhi,60000.0
Sara,21.0,Pune,60000.0
John,22.0,Mumbai,
Priya,24.0,Bangalore,50000.0
Aisha,24.0,Chennai,50000.0
John,22.0,,40000.0
John,,Bangalore,50000.0
Rahul,23.0,Bangalore,60000.0
Rahul,22.0,Mumbai,60000.0
Rahul,20.0,Chennai,70000.0
Karan,21.0,Delhi,50000.0
Priya,24.0,Mumbai,60000.0
Aisha,21.0,,40000.0
Karan,22.0,,70000.0
Ali,25.0,Mumbai,60000.0
Ali,,Hyderabad,70000.0
Daniyal,22.0,Pune,50000.0
Rahul,20.0,Mumbai,70000.0
Rahul,23.0,,70000.0
Karan,24.0,,60000.0
Rahul,23.0,Mumbai,40000.0
Daniyal,21.0,Delhi,50000.0
Aisha,22.0,Pune,50000.0
John,21.0,Delhi,40000.0
Rahul,24.0,,
Ali,20.0,Chennai,60000.0
Ali,20.0,Delhi,40000.0
Ali,22.0,Pune,70000.0
Priya,25.0,Bangalore,
Ali,21.0,Chennai,70000.0
Sara,,,70000.0
Priya,24.0,Pune,40000.0
Aisha,25.0,Chennai,40000.0
Rahul,20.0,Pune,50000.0
Priya,23.0,Bangalore,
Sara,20.0,Mumbai,40000.0
Karan,20.0,Pune,40000.0
Daniyal,24.0,Delhi,40000.0
Aisha,20.0,Hyderabad,60000.0
Ali,24.0,,40000.0
Daniyal,20.0,Pune,60000.0
Priya,,Mumbai,70000.0
Daniyal,20.0,Mumbai,
Rahul,20.0,Hyderabad,
Daniyal,24.0,Bangalore,70000.0
Karan,24.0,,50000.0
Rahul,21.0,Mumbai,40000.0
Sara,25.0,Mumbai,40000.0
Daniyal,22.0,Delhi,
Priya,20.0,Mumbai,40000.0
Sara,24.0,Mumbai,40000.0
Sara,20.0,Chennai,50000.0
Karan,21.0,Hyderabad,50000.0
John,20.0,Hyderabad,40000.0
Daniyal,25.0,Chennai,60000.0
Priya,20.0,Pune,70000.0
Karan,22.0,Chennai,70000.0
Sara,21.0,Delhi,70000.0
Rahul,23.0,Chennai,50000.0
Aisha,23.0,Chennai,40000.0
Aisha,,Hyderabad,70000.0
Sara,25.0,Delhi,70000.0
John,25.0,Mumbai,
Karan,20.0,Hyderabad,40000.0
John,24.0,,60000.0
Aisha,21.0,Mumbai,60000.0
Sara,21.0,Bangalore,50000.0
Daniyal,21.0,Mumbai,60000.0
Rahul,20.0,Bangalore,50000.0
Aisha,21.0,Chennai,40000.0
John,24.0,Chennai,60000.0
Rahul,23.0,Pune,70000.0
Sara,22.0,Chennai,
Sara,24.0,Chennai,
John,,Chennai,
Priya,,Delhi,
Rahul,23.0,Delhi,50000.0
Daniyal,24.0,Bangalore,70000.0
Sara,22.0,Chennai,40000.0
Sara,20.0,Delhi,50000.0
Aisha,24.0,Bangalore,50000.0
Rahul,23.0,Delhi,60000.0
Sara,23.0,Chennai,50000.0
Karan,21.0,Delhi,50000.0
Sara,23.0,Mumbai,60000.0
Karan,21.0,Bangalore,60000.0
Daniyal,22.0,Bangalore,50000.0
Ali,21.0,Delhi,60000.0
Daniyal,24.0,Delhi,70000.0
John,23.0,Pune,40000.0
Karan,,Mumbai,60000.0
Aisha,,Delhi,70000.0
Aisha,24.0,Hyderabad,60000.0
Karan,22.0,Mumbai,40000.0
Sara,21.0,Chennai,
Sara,,Bangalore,40000.0
Rahul,22.0,Chennai,70000.0
John,24.0,,60000.0
Priya,20.0,,
Rahul,21.0,Mumbai,70000.0
Priya,24.0,Mumbai,60000.0
Rahul,24.0,Delhi,70000.0
Aisha,23.0,,60000.0
Karan,,Delhi,50000.0
Aisha,23.0,,50000.0
Priya,23.0,Mumbai,40000.0
Ali,25.0,Bangalore,60000.0
Rahul,23.0,,
John,24.0,,50000.0
Priya,21.0,Pune,40000.0
Aisha,20.0,Hyderabad,40000.0
Priya,20.0,Bangalore,70000.0
Sara,20.0,Hyderabad,60000.0
John,24.0,Hyderabad,40000.0
Ali,25.0,,
Karan,25.0,Hyderabad,
John,,Chennai,70000.0
Ali,20.0,Bangalore,
Daniyal,25.0,Chennai,50000.0
Rahul,21.0,Hyderabad,70000.0
Daniyal,20.0,Mumbai,60000.0
Karan,20.0,Delhi,40000.0
Sara,25.0,Bangalore,50000.0
Rahul,25.0,Delhi,
Karan,22.0,Delhi,
Aisha,20.0,Pune,70000.0
Ali,24.0,Hyderabad,50000.0
Karan,21.0,Delhi,
Karan,20.0,Mumbai,50000.0
Priya,21.0,Delhi,40000.0
Aisha,21.0,Chennai,40000.0
Priya,,Hyderabad,
Ali,23.0,,40000.0
Daniyal,,Chennai,50000.0
Rahul,,Chennai,
Daniyal,22.0,,60000.0
Sara,25.0,Delhi,50000.0
Rahul,24.0,Pune,
Rahul,25.0,Mumbai,70000.0
Daniyal,20.0,Pune,70000.0
Karan,21.0,Bangalore,70000.0
Priya,23.0,Delhi,40000.0
Rahul,23.0,,
John,25.0,Delhi,40000.0
Aisha,20.0,Hyderabad,
Aisha,,Delhi,40000.0
Priya,21.0,Delhi,
Priya,24.0,Pune,50000.0
Ali,20.0,Bangalore,50000.0
Priya,25.0,Mumbai,50000.0
Aisha,,Chennai,50000.0
Daniyal,25.0,Bangalore,
Rahul,24.0,Chennai,40000.0
Aisha,25.0,Mumbai,40000.0
Daniyal,21.0,Bangalore,50000.0
Ali,23.0,Bangalore,50000.0
Aisha,24.0,,70000.0
Karan,24.0,Mumbai,
Aisha,25.0,Chennai,70000.0
Rahul,20.0,Pune,50000.0
Aisha,24.0,Pune,70000.0
Sara,25.0,Delhi,70000.0
Priya,22.0,Bangalore,
Daniyal,,Pune,70000.0
Karan,,Mumbai,50000.0
Priya,25.0,Pune,40000.0
John,,Hyderabad,
Rahul,,,60000.0
Ali,21.0,Hyderabad,40000.0
Daniyal,23.0,Pune,60000.0
Sara,22.0,Chennai,70000.0
Rahul,25.0,Pune,70000.0
Priya,25.0,Chennai,70000.0
Aisha,24.0,Hyderabad,70000.0
John,,Hyderabad,50000.0
Rahul,25.0,Pune,70000.0
John,,Pune,40000.0
Priya,25.0,Pune,40000.0
Daniyal,,Mumbai,60000.0
Aisha,23.0,Hyderabad,40000.0
Sara,25.0,Bangalore,40000.0
Sara,22.0,,70000.0
Daniyal,23.0,Delhi,40000.0
Ali,20.0,Hyderabad,50000.0
John,20.0,,60000.0
Ali,21.0,Delhi,60000.0
John,21.0,Bangalore,40000.0
Rahul,23.0,Bangalore,
Karan,21.0,Pune,50000.0
John,24.0,Mumbai,70000.0
Rahul,24.0,Chennai,60000.0
Sara,25.0,Pune,50000.0
Daniyal,20.0,Mumbai,60000.0
Sara,24.0,Pune,60000.0
Priya,21.0,Hyderabad,40000.0
Rahul,20.0,,40000.0
Rahul,,Hyderabad,70000.0
Rahul,23.0,Delhi,70000.0
Aisha,,,50000.0
Daniyal,25.0,Pune,70000.0
Sara,22.0,Bangalore,50000.0
Priya,,Delhi,40000.0
Karan,23.0,Mumbai,40000.0
Priya,23.0,Hyderabad,
Daniyal,20.0,Pune,40000.0
John,20.0,Chennai,50000.0
Sara,,Hyderabad,40000.0
Karan,25.0,Delhi,60000.0
Ali,23.0,Bangalore,70000.0
Priya,20.0,Delhi,70000.0
Priya,23.0,Delhi,60000.0
Sara,20.0,Delhi,40000.0
Aisha,23.0,Chennai,50000.0
Karan,,Bangalore,70000.0
Aisha,21.0,Delhi,50000.0
Daniyal,22.0,Delhi,
Ali,20.0,,40000.0
Rahul,22.0,Bangalore,
Karan,25.0,Chennai,50000.0
Rahul,20.0,Chennai,50000.0
Aisha,25.0,Chennai,60000.0
Sara,25.0,,70000.0
John,22.0,Mumbai,60000.0
John,20.0,Mumbai,50000.0
Daniyal,22.0,Bangalore,40000.0
Priya,21.0,Chennai,60000.0
Aisha,20.0,Delhi,60000.0
Rahul,23.0,Mumbai,70000.0
Aisha,,Chennai,
Priya,24.0,Delhi,40000.0
Aisha,25.0,,70000.0
Rahul,,Hyderabad,50000.0
Ali,23.0,Hyderabad,70000.0
Rahul,21.0,Mumbai,60000.0
Aisha,20.0,Chennai,60000.0
John,23.0,Chennai,50000.0
Ali,23.0,,70000.0
Ali,24.0,Mumbai,70000.0
Aisha,22.0,Pune,70000.0
John,23.0,Delhi,
Daniyal,,Delhi,50000.0
Sara,21.0,Bangalore,70000.0
Sara,22.0,Hyderabad,70000.0
Ali,23.0,Delhi,60000.0
Ali,24.0,Chennai,40000.0
Sara,20.0,Mumbai,50000.0
Karan,22.0,,
Karan,,Chennai,40000.0
Priya,23.0,Pune,60000.0
Karan,25.0,Bangalore,70000.0
Priya,,Mumbai,50000.0
Aisha,25.0,Mumbai,40000.0
Rahul,21.0,Pune,
Karan,22.0,Bangalore,60000.0
Rahul,22.0,,40000.0
Ali,23.0,Hyderabad,70000.0
Sara,24.0,Chennai,60000.0
Karan,25.0,Pune,40000.0
Ali,23.0,Chennai,50000.0
Sara,23.0,Pune,
Karan,23.0,Chennai,40000.0
Aisha,,,40000.0
Aisha,20.0,Bangalore,70000.0
John,23.0,Pune,
Ali,22.0,Mumbai,60000.0
Sara,25.0,Mumbai,50000.0
Daniyal,,Mumbai,70000.0
John,22.0,Chennai,70000.0
Priya,,Chennai,40000.0
John,22.0,Pune,70000.0
John,23.0,Hyderabad,40000.0
Rahul,23.0,Chennai,50000.0
Ali,21.0,,
John,25.0,Pune,40000.0
Ali,,Pune,60000.0
Priya,21.0,Mumbai,
Daniyal,25.0,Delhi,70000.0
Daniyal,23.0,Chennai,40000.0
Daniyal,25.0,Chennai,
Sara,22.0,Chennai,
Daniyal,20.0,,60000.0
Sara,23.0,Mumbai,40000.0
Sara,20.0,Pune,
Karan,20.0,Mumbai,60000.0
Karan,24.0,Bangalore,
Priya,23.0,Pune,40000.0
John,25.0,Chennai,40000.0
Rahul,25.0,Chennai,
Ali,22.0,Chennai,50000.0
Aisha,,Mumbai,50000.0
Daniyal,25.0,Pune,40000.0
John,22.0,Mumbai,60000.0
Karan,20.0,Delhi,50000.0
Karan,21.0,Chennai,40000.0
Karan,,,40000.0
Sara,21.0,Mumbai,
Rahul,25.0,Delhi,50000.0
Karan,24.0,Bangalore,70000.0
Rahul,20.0,Delhi,70000.0
Ali,25.0,Chennai,
Priya,20.0,Bangalore,60000.0
Ali,24.0,Delhi,50000.0
Priya,20.0,,50000.0
Sara,23.0,Chennai,
Karan,,Chennai,
Sara,25.0,Pune,60000.0
Ali,23.0,,70000.0
John,25.0,Pune,50000.0
Aisha,21.0,,40000.0
Rahul,25.0,Mumbai,50000.0
Sara,24.0,Pune,50000.0
Daniyal,25.0,Bangalore,60000.0
John,,Chennai,50000.0
Rahul,23.0,Hyderabad,60000.0
Aisha,20.0,,70000.0
Ali,23.0,Chennai,60000.0
Aisha,20.0,Delhi,70000.0
Priya,20.0,,60000.0
Priya,24.0,Bangalore,50000.0
John,20.0,Chennai,40000.0
Rahul,22.0,Chennai,50000.0
Rahul,22.0,Mumbai,50000.0
Sara,25.0,Bangalore,50000.0
Sara,24.0,Mumbai,50000.0
Daniyal,,Hyderabad,60000.0
Rahul,,Hyderabad,70000.0
John,25.0,Mumbai,40000.0
Aisha,23.0,,50000.0
Sara,22.0,Mumbai,50000.0
Priya,20.0,,40000.0
Sara,22.0,Hyderabad,60000.0
Priya,25.0,Delhi,70000.0
Karan,23.0,Chennai,70000.0
Ali,24.0,Pune,
Sara,22.0,Pune,70000.0
Priya,20.0,Delhi,
Karan,25.0,Pune,40000.0
Ali,22.0,Chennai,50000.0
Rahul,20.0,Chennai,60000.0
Priya,,Mumbai,70000.0
Daniyal,21.0,Chennai,
Aisha,23.0,Hyderabad,50000.0
Ali,20.0,Mumbai,50000.0
Daniyal,21.0,Hyderabad,70000.0
Daniyal,22.0,Pune,40000.0
Ali,21.0,Chennai,50000.0
Priya,24.0,Hyderabad,
Rahul,25.0,Delhi,70000.0
John,22.0,Chennai,
Priya,25.0,Mumbai,70000.0
Karan,20.0,Mumbai,40000.0
Ali,23.0,Pune,50000.0
Rahul,,Chennai,70000.0
John,20.0,Delhi,60000.0
John,21.0,Pune,
Rahul,25.0,Mumbai,40000.0
Rahul,23.0,Hyderabad,
Daniyal,,Hyderabad,70000.0
Aisha,21.0,Pune,
Rahul,25.0,,60000.0
Priya,22.0,Chennai,70000.0
Daniyal,,Mumbai,50000.0
Priya,,Hyderabad,60000.0
Daniyal,24.0,Delhi,60000.0
Karan,25.0,Delhi,50000.0
Priya,25.0,Pune,70000.0
Priya,24.0,Bangalore,40000.0
Daniyal,,Mumbai,40000.0
Rahul,23.0,Mumbai,60000.0
Ali,25.0,Pune,50000.0
Karan,23.0,Hyderabad,60000.0
John,25.0,,60000.0
Ali,20.0,Chennai,
Priya,21.0,Mumbai,50000.0
Daniyal,22.0,Hyderabad,70000.0
John,23.0,Mumbai,50000.0
Sara,24.0,Hyderabad,50000.0
Ali,,Mumbai,60000.0
Daniyal,23.0,Hyderabad,60000.0
Ali,23.0,Hyderabad,40000.0
Rahul,22.0,Delhi,50000.0
John,25.0,Chennai,
Sara,25.0,,50000.0
Karan,,Mumbai,50000.0
Priya,22.0,Chennai,70000.0
Priya,20.0,Hyderabad,60000.0
Karan,21.0,Chennai,60000.0
Karan,22.0,Pune,
Karan,25.0,,60000.0
Karan,23.0,Bangalore,40000.0
Rahul,25.0,Pune,40000.0
Daniyal,25.0,Mumbai,70000.0
Rahul,25.0,Pune,
Sara,23.0,Delhi,60000.0
John,23.0,Delhi,70000.0
Priya,25.0,,70000.0
Karan,21.0,Pune,
John,,Hyderabad,60000.0
John,22.0,,60000.0
Ali,21.0,Delhi,70000.0
Daniyal,21.0,Mumbai,50000.0
Sara,20.0,Delhi,60000.0
Rahul,,,70000.0
Karan,24.0,,60000.0
Sara,25.0,Bangalore,70000.0
Daniyal,20.0,Mumbai,70000.0
Ali,24.0,Hyderabad,60000.0
Aisha,25.0,,50000.0
Sara,24.0,Pune,40000.0
Karan,20.0,Mumbai,
Sara,24.0,Pune,
Daniyal,21.0,Delhi,60000.0
John,22.0,,60000.0
Priya,24.0,Mumbai,
Ali,21.0,Pune,40000.0
Ali,21.0,Pune,
Rahul,20.0,,70000.0
Karan,22.0,,40000.0
Rahul,25.0,Bangalore,50000.0
Rahul,20.0,Mumbai,40000.0
Rahul,,Mumbai,70000.0
Sara,23.0,Bangalore,50000.0
Daniyal,23.0,Hyderabad,50000.0
Karan,21.0,Delhi,40000.0
Priya,22.0,Delhi,60000.0
Daniyal,23.0,,70000.0
Priya,24.0,Mumbai,70000.0
Sara,21.0,Hyderabad,70000.0
Rahul,22.0,Chennai,70000.0
Aisha,20.0,Hyderabad,50000.0
Daniyal,22.0,Bangalore,50000.0
Daniyal,,Delhi,40000.0
Ali,23.0,Chennai,40000.0
Karan,22.0,Mumbai,
Daniyal,20.0,Mumbai,70000.0
Daniyal,23.0,Chennai,60000.0
Ali,22.0,Delhi,
Aisha,22.0,Bangalore,
Ali,25.0,Mumbai,
John,24.0,Chennai,40000.0
Daniyal,21.0,Bangalore,60000.0
Ali,20.0,Mumbai,50000.0
Karan,22.0,Chennai,
Sara,25.0,Pune,70000.0
Daniyal,25.0,Bangalore,
Rahul,24.0,Mumbai,60000.0
Karan,24.0,Bangalore,60000.0
Aisha,,Mumbai,60000.0
Sara,23.0,,70000.0
Rahul,22.0,Mumbai,
Aisha,20.0,Chennai,40000.0
Rahul,24.0,Mumbai,70000.0
Karan,24.0,Delhi,60000.0
Daniyal,24.0,Pune,
Aisha,23.0,Delhi,70000.0
Rahul,,Mumbai,50000.0
John,21.0,Hyderabad,
Karan,24.0,Hyderabad,40000.0
Priya,25.0,Pune,40000.0
Karan,21.0,Mumbai,40000.0
Priya,25.0,,40000.0
Aisha,22.0,Mumbai,
Daniyal,20.0,Pune,70000.0
Rahul,,Chennai,50000.0
Priya,25.0,Mumbai,70000.0
Ali,25.0,Delhi,
Priya,25.0,,50000.0
Ali,,Hyderabad,50000.0
Sara,21.0,Chennai,
Priya,23.0,Delhi,60000.0
Ali,20.0,Bangalore,40000.0
Ali,,Bangalore,50000.0
Daniyal,20.0,Bangalore,60000.0
Sara,23.0,Hyderabad,40000.0
John,21.0,,70000.0
Daniyal,20.0,Mumbai,
Rahul,23.0,Hyderabad,50000.0
Sara,21.0,Bangalore,
Ali,22.0,Hyderabad,
John,21.0,Pune,70000.0
Rahul,22.0,Delhi,50000.0
Karan,25.0,Chennai,60000.0
John,23.0,Bangalore,40000.0
John,25.0,,60000.0
Daniyal,,Hyderabad,50000.0
John,22.0,,70000.0
Rahul,21.0,Pune,50000.0
Rahul,,Hyderabad,40000.0
Sara,24.0,Bangalore,50000.0
Daniyal,22.0,,50000.0
Sara,23.0,Mumbai,70000.0
Sara,20.0,Mumbai,40000.0
Ali,21.0,Pune,60000.0
John,23.0,Chennai,
John,20.0,,50000.0
John,21.0,Pune,40000.0
Sara,,Hyderabad,40000.0
Karan,25.0,Bangalore,50000.0
Ali,,Mumbai,50000.0
Karan,24.0,Chennai,40000.0
Karan,20.0,,50000.0
John,23.0,Chennai,50000.0
Ali,25.0,Bangalore,
Rahul,25.0,Mumbai,
Rahul,23.0,Hyderabad,60000.0
John,23.0,,70000.0
John,25.0,Pune,60000.0
Karan,23.0,Chennai,50000.0
Rahul,24.0,Pune,60000.0
Daniyal,,Mumbai,50000.0
Karan,,Pune,50000.0
Priya,23.0,,70000.0
Rahul,,Chennai,60000.0
Karan,25.0,Pune,70000.0
Karan,25.0,Chennai,70000.0
Sara,21.0,Pune,50000.0
Aisha,22.0,,60000.0
Daniyal,,Bangalore,40000.0
Karan,22.0,Hyderabad,50000.0
Rahul,24.0,Pune,40000.0
Rahul,20.0,Delhi,40000.0
Ali,24.0,Mumbai,50000.0
Aisha,25.0,Chennai,
Rahul,24.0,Delhi,60000.0
Daniyal,,Pune,60000.0
Sara,21.0,,
Daniyal,24.0,,60000.0
Sara,20.0,Delhi,70000.0
Aisha,21.0,Delhi,60000.0
Ali,23.0,,60000.0
Rahul,23.0,Pune,
Priya,25.0,,
Aisha,24.0,Hyderabad,40000.0
Rahul,,Bangalore,40000.0
Rahul,24.0,Chennai,60000.0
Aisha,25.0,Bangalore,50000.0
Ali,24.0,Pune,40000.0
Ali,25.0,Pune,
Karan,21.0,Delhi,
John,23.0,,
Karan,23.0,Bangalore,
Karan,23.0,Hyderabad,70000.0
John,23.0,Pune,50000.0
Karan,20.0,Mumbai,70000.0
Rahul,,Hyderabad,50000.0
Aisha,20.0,Hyderabad,
Sara,22.0,,
Aisha,25.0,Mumbai,60000.0
Priya,24.0,Pune,60000.0
John,22.0,Hyderabad,60000.0
Karan,21.0,Chennai,70000.0
Sara,21.0,Pune,40000.0
Karan,,Bangalore,50000.0
Daniyal,20.0,,70000.0
Sara,,Hyderabad,70000.0
Priya,,Bangalore,40000.0
Ali,20.0,Pune,60000.0
Ali,23.0,Bangalore,
Rahul,23.0,Hyderabad,
Sara,25.0,,40000.0
Sara,,Pune,
Rahul,20.0,Hyderabad,
Ali,21.0,Pune,50000.0
Sara,23.0,Delhi,
Priya,25.0,Mumbai,50000.0
John,23.0,Bangalore,60000.0
Rahul,22.0,Delhi,60000.0
Priya,22.0,,
Rahul,23.0,Hyderabad,60000.0
Ali,20.0,Mumbai,
Karan,21.0,,60000.0
John,20.0,Bangalore,40000.0
Priya,23.0,Hyderabad,40000.0
Priya,21.0,Pune,50000.0
Daniyal,23.0,Bangalore,40000.0
Priya,23.0,Bangalore,50000.0
Aisha,,Hyderabad,60000.0
Rahul,22.0,,60000.0
Aisha,,Chennai,60000.0
John,22.0,Bangalore,40000.0
Karan,23.0,,50000.0
Rahul,20.0,Hyderabad,70000.0
Priya,23.0,Chennai,70000.0
John,22.0,Hyderabad,50000.0
Daniyal,20.0,Hyderabad,40000.0
Aisha,,Pune,40000.0
Priya,,Chennai,40000.0
Ali,24.0,Hyderabad,
Aisha,22.0,Bangalore,70000.0
Aisha,,Delhi,40000.0
Rahul,24.0,,70000.0
Ali,23.0,Mumbai,50000.0
Aisha,22.0,Bangalore,60000.0
John,,Pune,50000.0
Sara,24.0,Bangalore,40000.0
Sara,21.0,Pune,60000.0
Karan,20.0,Pune,50000.0
